,BookTitle,BookYear,Author,FilmTitle,FilmYear,full name,tmdb_id
2355,The Prince and the Pauper,1881,Mark Twain,The Adventures of the Prince and the Pauper,1969,The Adventures of the Prince and the Pauper 1969,0
2356,The Prince and the Pauper,1881,Mark Twain,Princ a chudas,1971,Princ a chudas 1971,0
2357,The Prince and the Pauper,1881,Mark Twain,Prints i nishchiy,1972,Prints i nishchiy 1972,0
2358,The Prince and the Pauper,1881,Mark Twain,Crossed Swords,0,Crossed Swords 0,0
2359,The Prince and the Pauper,1881,Mark Twain,The Prince and the Pauper,1977,The Prince and the Pauper 1977,22815
2360,The Prince and the Pauper,1881,Mark Twain,Ringo,1978,Ringo 1978,415366
2361,The Prince and the Pauper,1881,Mark Twain,Trading Places,1983,Trading Places 1983,1621
2362,The Prince and the Pauper,1881,Mark Twain,The Prince and the Pauper,1990,The Prince and the Pauper 1990,25831
2363,The Prince and the Pauper,1881,Mark Twain,Dave,1993,Dave 1993,11566
2364,The Prince and the Pauper,1881,Mark Twain,The Prince and the Pauper,1995,The Prince and the Pauper 1995,102919
2365,The Prince and the Pauper,1881,Mark Twain,It Takes Two,1995,It Takes Two 1995,33689
2366,The Prince and the Pauper,1881,Mark Twain,The Prince and the Pauper,1997,The Prince and the Pauper 1997,0
2367,The Prince and the Pauper,1881,Mark Twain,The Prince and the Surfer,1999,The Prince and the Surfer 1999,117882
2368,The Prince and the Pauper,1881,Mark Twain,The Pooch and the Pauper,2000,The Pooch and the Pauper 2000,99754
2369,The Prince and the Pauper,1881,Mark Twain,The Prince and the Pauper,2000,The Prince and the Pauper 2000,44488
2370,The Prince and the Pauper,1881,Mark Twain,Barbie as the Princess and the Pauper,2004,Barbie as the Princess and the Pauper 2004,0
2371,The Prince and the Pauper,1881,Mark Twain,The Prince and the Pauper,2005,The Prince and the Pauper 2005,0
2372,The Prince and the Pauper,1881,Mark Twain,Garfield: A Tale of Two Kitties,2006,Garfield: A Tale of Two Kitties 2006,0
2373,The Prince and the Pauper,1881,Mark Twain,A Modern Twain Story: The Prince and the Pauper,2007,A Modern Twain Story: The Prince and the Pauper 2007,58831
2374,The Prince of Tides,1986,Pat Conroy,The Prince of Tides,1991,The Prince of Tides 1991,10333
2375,The Princess Bride,1973,William Goldman,The Princess Bride,1987,The Princess Bride 1987,2493
2376,The Princess Diaries,2000,Meg Cabot,The Princess Diaries,2002,The Princess Diaries 2002,0
2377,The Princess Diaries,2000,Meg Cabot,The Princess Diaries,2002,The Princess Diaries 2002,0
2378,The Princess Diaries,2000,Meg Cabot,The Princess Diaries 2: Royal Engagement,2004,The Princess Diaries 2: Royal Engagement 2004,11130
2379,A Princess of Mars,1917,Edgar Rice Burroughs,Princess of Mars,2009,Princess of Mars 2009,28524
2380,A Princess of Mars,1917,Edgar Rice Burroughs,John Carter,2012,John Carter 2012,49529
2381,The Prisoner of Zenda,1894,Anthony Hope,The Prisoner of Zenda,1913,The Prisoner of Zenda 1913,277699
2382,The Prisoner of Zenda,1894,Anthony Hope,The Prisoner of Zenda,1915,The Prisoner of Zenda 1915,0
2383,The Prisoner of Zenda,1894,Anthony Hope,The Prisoner of Zenda,1922,The Prisoner of Zenda 1922,144923
2384,The Prisoner of Zenda,1894,Anthony Hope,The Prisoner of Zenda,1937,The Prisoner of Zenda 1937,43867
2385,The Prisoner of Zenda,1894,Anthony Hope,The Prisoner of Zenda,1952,The Prisoner of Zenda 1952,28431
2386,The Prisoner of Zenda,1894,Anthony Hope,The Prisoner of Zenda,1979,The Prisoner of Zenda 1979,1732
2387,The Prisoner of Zenda,1894,Anthony Hope,The Prisoner of Zenda,1984,The Prisoner of Zenda 1984,0
2388,Promise at Dawn,1961,Romain Gary,Promise at Dawn,1970,Promise at Dawn 1970,277364
2389,Pronto,1993,Elmore Leonard,Pronto,1997,Pronto 1997,352237
2390,Professor Unrat,1905,Heinrich Mann,Der blaue Engel,1930,Der blaue Engel 1930,0
2391,Psycho,1959,Robert Bloch,Psycho,1960,Psycho 1960,539
2392,Psycho,1959,Robert Bloch,Psycho II,1983,Psycho II 1983,10576
2393,Psycho II,1982,Robert Bloch,Psycho II,1983,Psycho II 1983,10576
2394,Psycho,1959,Robert Bloch,Psycho III,1986,Psycho III 1986,12662
2395,Psycho,1959,Robert Bloch,Psycho IV: The Beginning,1990,Psycho IV: The Beginning 1990,40377
2396,Psycho,1959,Robert Bloch,Psycho,1998,Psycho 1998,11252
2397,The Puppet Masters,1951,Robert A. Heinlein,The Brain Eaters,1958,The Brain Eaters 1958,52204
2398,The Puppet Masters,1951,Robert A. Heinlein,The Puppet Masters,1994,The Puppet Masters 1994,25557
2399,The Purple Cloud,1955,0,"The World, the Flesh and the Devil",1959,"The World, the Flesh and the Devil 1959",4928
2400,Pursuit,1963,0,"Dirty Mary, Crazy Larry",1974,"Dirty Mary, Crazy Larry 1974",0
2401,Q & A,1977,Edwin Torres,Q & A,1990,Q & A 1990,31598
2402,QB VII,1970,Leon Uris,QB VII,1974,QB VII 1974,0
2403,The Queen of the Damned,1988,Anne Rice,Queen of the Damned,2002,Queen of the Damned 2002,11979
2404,Quentin Durward,1823,Sir Walter Scott,The Adventures of Quentin Durward,1955,The Adventures of Quentin Durward 1955,0
2405,The Quick and the Dead,1973,Louis L'Amour,The Quick and the Dead,1987,The Quick and the Dead 1987,26939
2406,The Quiet American,1955,Graham Greene,The Quiet American,1958,The Quiet American 1958,85514
2407,The Quiet American,1955,Graham Greene,The Quiet American,2002,The Quiet American 2002,8198
2408,Radio Free Albemuth,1976,Philip K. Dick,Radio Free Albemuth,2011,Radio Free Albemuth 2011,0
2409,Ragtime,1975,E. L. Doctorow,Ragtime,1981,Ragtime 1981,25566
2410,Ramrod,1943,Luke Short,Ramrod,1947,Ramrod 1947,60541
2411,Raiders of Spanish Peaks,1938,Zane Grey,The Arizona Raiders,1936,The Arizona Raiders 1936,205215
2412,Rain,2000,V.C. Andrews,Rain,2006,Rain 2006,0
2413,The Rainbird Pattern,1972,Victor Canning,Family Plot,1976,Family Plot 1976,5854
2414,The Rainbow,1915,D. H. Lawrence,The Rainbow,1989,The Rainbow 1989,0
2415,The Rainbow Trail,1915,Zane Grey,The Rainbow Trail,1918,The Rainbow Trail 1918,0
2416,The Rainbow Trail,1915,Zane Grey,The Rainbow Trail,1925,The Rainbow Trail 1925,408929
2417,The Rainbow Trail,1915,Zane Grey,The Rainbow Trail,1932,The Rainbow Trail 1932,0
2418,The Rainmaker,1995,John Grisham,The Rainmaker,1997,The Rainmaker 1997,11975
2419,Raise the Titanic!,1976,Clive Cussler,Raise the Titanic,1980,Raise the Titanic 1980,24575
2420,Random Hearts,1984,Warren Adler,Random Hearts,1999,Random Hearts 1999,12618
2421,Rascal,1963,Sterling North,Rascal,1969,Rascal 1969,52012
2422,Ratman's Notebooks,1969,Gilbert Ralston,Willard,1971,Willard 1971,42532
2423,Ratman's Notebooks,1969,Gilbert Ralston,Ben,1972,Ben 1972,42476
2424,Ratman's Notebooks,1969,Gilbert Ralston,Willard,2003,Willard 2003,10929
2425,The Razor's Edge,1944,W. Somerset Maugham,The Razor's Edge,1946,The Razor's Edge 1946,56135
2426,The Razor's Edge,1944,W. Somerset Maugham,The Razor's Edge,1984,The Razor's Edge 1984,24453
2427,The Reader,1995,Bernhard Schlink,The Reader,2008,The Reader 2008,8055
2428,Rebecca,1938,Daphne du Maurier,Rebecca,1940,Rebecca 1940,223
2429,The Rebel Outlaw: Josey Wales,0,Asa Earl Carter,The Outlaw Josey Wales,1976,The Outlaw Josey Wales 1976,10747
2430,Red Alert,1958,Peter George,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb 1964,935
2431,Red Dragon,1981,Thomas Harris,Manhunter,1986,Manhunter 1986,11454
2432,Red Dragon,1981,Thomas Harris,Red Dragon,2002,Red Dragon 2002,9533
2433,Red Hugh: Prince of Donegal,1957,0,The Fighting Prince of Donegal,1966,The Fighting Prince of Donegal 1966,64875
2434,The Red Pony,1937,John Steinbeck,The Red Pony,1949,The Red Pony 1949,23395
2435,The Redhead from Sun Dog,1931,W. C. Tuttle,Range Feud,1931,Range Feud 1931,0
2436,The Redhead from Sun Dog,1931,W. C. Tuttle,The Red Rider,1934,The Red Rider 1934,351780
2437,Reflections in a Golden Eye,1941,Carson McCullers,Reflections in a Golden Eye,1967,Reflections in a Golden Eye 1967,3547
2438,The Reincarnation of Peter Proud,1973,Max Simon Ehrlich,The Reincarnation of Peter Proud,1975,The Reincarnation of Peter Proud 1975,101422
2439,The Reivers,1962,William Faulkner,The Reivers,1969,The Reivers 1969,5928
2440,The Remains of the Day,1989,Ishiguro,The Remains of the Day,1993,The Remains of the Day 1993,1245
2441,Rendezvous in Black,1948,Cornell Woolrich,Seven Blood-Stained Orchids,1972,Seven Blood-Stained Orchids 1972,3699
2442,The Rescuers,1962,0,The Rescuers,1977,The Rescuers 1977,11319
2443,The Rescuers,1962,0,The Rescuers Down Under,1990,The Rescuers Down Under 1990,11135
2444,The Return of the Condor Heroes,1959,Jin Yong,The Story of the Great Heroes,1960,The Story of the Great Heroes 1960,0
2445,The Return of the Condor Heroes,1959,Jin Yong,The Brave Archer and His Mate,1982,The Brave Archer and His Mate 1982,73752
2446,Shè diao ying xióng zhuàn,1957,Jin Yong,The Brave Archer and His Mate,1982,The Brave Archer and His Mate 1982,73752
2447,The Return of the Condor Heroes,1959,Jin Yong,Little Dragon Maiden,1983,Little Dragon Maiden 1983,66171
2448,The Return of the King,1955,J. R. R. Tolkien,The Return of the King,1980,The Return of the King 1980,1361
2449,Return of the Living Dead,1977,John Russo,Return of the Living Dead,1985,Return of the Living Dead 1985,0
2450,Return of the Living Dead,1977,John Russo,The Return of the Living Dead,1985,The Return of the Living Dead 1985,10925
2451,Return of the Living Dead,1977,John Russo,Return of the Living Dead Part II,1988,Return of the Living Dead Part II 1988,24929
2452,Return of the Living Dead,1977,John Russo,Return of the Living Dead 3,1993,Return of the Living Dead 3 1993,28260
2453,Return of the Living Dead,1977,John Russo,Return of the Living Dead: Necropolis,2005,Return of the Living Dead: Necropolis 2005,24935
2454,Return of the Living Dead,1977,John Russo,Return of the Living Dead: Rave to the Grave,2005,Return of the Living Dead: Rave to the Grave 2005,24939
2455,The Return of the Native,1878,Thomas Hardy,The Return of the Native,1994,The Return of the Native 1994,26799
2456,The Return of the Native,1878,Thomas Hardy,The Return of the Native,2010,The Return of the Native 2010,0
2457,The Return of the Soldier,1918,Rebecca West,The Return of the Soldier,1982,The Return of the Soldier 1982,198491
2458,Return to Paradise,1951,James A. Michener,Return to Paradise,1953,Return to Paradise 1953,116932
2459,Return to Paradise,1951,James A. Michener,Until They Sail,1957,Until They Sail 1957,108812
2460,Return to Peyton Place,1959,Grace Metalious,Return to Peyton Place,1961,Return to Peyton Place 1961,0
2461,"Reuben, Reuben",1964,Peter De Vries,"Reuben, Reuben",1970,"Reuben, Reuben 1970",0
2462,Revolt,1929,"Mary C. McCall, Jr.",Scarlet Dawn,1932,Scarlet Dawn 1932,163773
2463,The Revolt of Mamie Stover,1951,William Bradford Huie,The Revolt of Mamie Stover,1956,The Revolt of Mamie Stover 1956,102293
2464,Revolutionary Road,1961,Richard Yates,Revolutionary Road,2008,Revolutionary Road 2008,4148
2465,The Riddle of the Sands: A Record of Secret Service,1903,Erskine Childers,The Riddle of the Sands,1979,The Riddle of the Sands 1979,11765
2466,The Riddle of the Sands: A Record of Secret Service,1903,Erskine Childers,Das Rätsel der Sandbank,0,Das Rätsel der Sandbank 0,0
2467,The Riddle of the Sands: A Record of Secret Service,1903,Erskine Childers,The Riddle of the Sands,1984,The Riddle of the Sands 1984,0
2468,Riders of the Purple Sage,1912,Zane Grey,Riders of the Purple Sage,1918,Riders of the Purple Sage 1918,0
2469,Riders of the Purple Sage,1912,Zane Grey,Riders of the Purple Sage,1925,Riders of the Purple Sage 1925,120678
2470,Riders of the Purple Sage,1912,Zane Grey,Riders of the Purple Sage,1931,Riders of the Purple Sage 1931,362224
2471,Riders of the Purple Sage,1912,Zane Grey,Riders of the Purple Sage,1941,Riders of the Purple Sage 1941,433305
2472,Riders of the Purple Sage,1912,Zane Grey,Riders of the Purple Sage,1996,Riders of the Purple Sage 1996,134806
2473,Ripley Under Ground,1970,Patricia Highsmith,Ripley Under Ground,2005,Ripley Under Ground 2005,39127
2474,Ripley's Game,1974,Patricia Highsmith,Ripley's Game,2002,Ripley's Game 2002,10955
2475,Rising Sun,1992,Michael Crichton,Rising Sun,1993,Rising Sun 1993,7007
2476,The River,1946,Rumer Godden,The River,1951,The River 1951,45218
2477,Riverworld,1971,Philip José Farmer,Riverworld,2003,Riverworld 2003,16356
2478,Riverworld,1971,Philip José Farmer,Riverworld,2010,Riverworld 2010,62878
2479,Les rivières pourpres,1997,Jean-Christophe Grangé,Les rivières pourpres,0,Les rivières pourpres 0,0
2480,Les rivières pourpres,1997,Jean-Christophe Grangé,The Crimson Rivers,2000,The Crimson Rivers 2000,60670
2481,Les rivières pourpres,1997,Jean-Christophe Grangé,Les rivières pourpres II: Les anges de l'apocalypse,0,Les rivières pourpres II: Les anges de l'apocalypse 0,0
2482,Les rivières pourpres,1997,Jean-Christophe Grangé,Crimson Rivers 2: Angels of the Apocalypse,2004,Crimson Rivers 2: Angels of the Apocalypse 2004,0
2483,The Road,2006,Cormac McCarthy,The Road,2009,The Road 2009,20766
2484,The Highland Rogue,1917,Walter Scott,"Rob Roy, the Highland Rogue",1953,"Rob Roy, the Highland Rogue 1953",0
2485,The Highland Rogue,1917,Walter Scott,Rob Roy,1995,Rob Roy 1995,11780
2486,The Robe,1942,Lloyd C. Douglas,The Robe,1953,The Robe 1953,29912
2487,Robinson Crusoe,1719,Daniel Defoe,Robinson Crusoe,1927,Robinson Crusoe 1927,189689
2488,Robinson Crusoe,1719,Daniel Defoe,Adventures of Robinson Crusoe,1954,Adventures of Robinson Crusoe 1954,0
2489,Robinson Crusoe,1719,Daniel Defoe,Robinson Crusoe on Mars,1964,Robinson Crusoe on Mars 1964,7348
2490,Robinson Crusoe,1719,Daniel Defoe,"Lt. Robin Crusoe, U.S.N.",1966,"Lt. Robin Crusoe, U.S.N. 1966",0
2491,Robinson Crusoe,1719,Daniel Defoe,Crusoe,1988,Crusoe 1988,41953
2492,Robinson Crusoe,1719,Daniel Defoe,Shipwrecked,1991,Shipwrecked 1991,0
2493,Robinson Crusoe,1719,Daniel Defoe,Robinson Crusoe,1997,Robinson Crusoe 1997,11210
2494,Rogue Cop,1954,William P. McGivern,Rogue Cop,1954,Rogue Cop 1954,30036
2495,The Romance of Rosy Ridge,1937,MacKinlay Kantor,The Romance of Rosy Ridge,1947,The Romance of Rosy Ridge 1947,229757
2496,A Room with a View,1908,0,A Room with a View,1985,A Room with a View 1985,11257
2497,The Roots of Heaven,1957,Romain Gary,The Roots of Heaven,1958,The Roots of Heaven 1958,75799
2498,Rosemary's Baby,1967,Ira Levin,Rosemary's Baby,1968,Rosemary's Baby 1968,805
2499,Rosemary's Baby,1967,Ira Levin,Look What's Happened to Rosemary's Baby,1976,Look What's Happened to Rosemary's Baby 1976,117258
2500,The Rover,1923,Joseph Conrad,L'avventuriero,0,L'avventuriero 0,0
2501,The Rover,1923,Joseph Conrad,The Rover,1967,The Rover 1967,224393
2502,The Rules of Attraction,1987,Bret Easton Ellis,The Rules of Attraction,2002,The Rules of Attraction 2002,1809
2503,Rum Punch,1992,Elmore Leonard,Jackie Brown,1997,Jackie Brown 1997,184
2504,The Runaway Jury,1996,John Grisham,Runaway Jury,2003,Runaway Jury 2003,11329
2505,A Running Duck,1974,Paula Gosling,Cobra,1986,Cobra 1986,9874
2506,A Running Duck,1974,Paula Gosling,Fair Game,1995,Fair Game 1995,11859
2507,The Running Man,1982,Stephen King,The Running Man,1987,The Running Man 1987,865
2508,The Russia House,1989,John le Carré,The Russia House,1990,The Russia House 1990,0
2509,The Saga of Pecos Bill,1923,0,Melody Time,1948,Melody Time 1948,13757
2510,The Saga of Pecos Bill,1923,0,Tall Tale,1995,Tall Tale 1995,41841
2511,Sahara,1992,Clive Cussler,Sahara,2005,Sahara 2005,7364
2512,The Sailor Who Fell from Grace with the Sea,0,Yukio Mishima,The Sailor Who Fell from Grace with the Sea,1976,The Sailor Who Fell from Grace with the Sea 1976,92298
2513,Saint Jack,1973,Paul Theroux,Saint Jack,1979,Saint Jack 1979,77166
2514,Saint Johnson,1930,W. R. Burnett,Law and Order,1932,Law and Order 1932,104458
2515,Saint Johnson,1930,W. R. Burnett,Wild West Days,1937,Wild West Days 1937,301925
2516,The Salamander,1973,Morris West,The Salamander,1981,The Salamander 1981,157286
2517,'Salem's Lot,1975,Stephen King,Salem's Lot,1979,Salem's Lot 1979,0
2518,'Salem's Lot,1975,Stephen King,A Return to Salem's Lot,1987,A Return to Salem's Lot 1987,27740
2519,'Salem's Lot,1975,Stephen King,'Salem's Lot,2004,'Salem's Lot 2004,0
2520,Salmon Fishing in the Yemen,2006,Paul Torday,Salmon Fishing in the Yemen,2011,Salmon Fishing in the Yemen 2011,81025
2521,A Salute to the Great Macarthy,1971,0,The Great Macarthy,1975,The Great Macarthy 1975,0
2522,Sanctuary,1931,William Faulkner,The Story of Temple Drake,1933,The Story of Temple Drake 1933,27986
2523,The Sand Pebbles,1962,Richard McKenna,The Sand Pebbles,1966,The Sand Pebbles 1966,5923
2524,Sangre y arena,1909,Vicente Blasco Ibáñez,Blood and Sand,1916,Blood and Sand 1916,0
2525,Sangre y arena,1909,Vicente Blasco Ibáñez,Blood and Sand,1922,Blood and Sand 1922,95134
2526,Sangre y arena,1909,Vicente Blasco Ibáñez,Blood and Sand,1941,Blood and Sand 1941,44399
2527,Sangre y arena,1909,Vicente Blasco Ibáñez,Blood and Sand,1989,Blood and Sand 1989,75892
2528,The Satan Bug,1962,Alistair MacLean,The Satan Bug,1965,The Satan Bug 1965,27709
2529,Save the Tiger,1972,Steve Shagan,Save the Tiger,1974,Save the Tiger 1974,0
2530,Sayonara,1954,James A. Michener,Sayonara,1957,Sayonara 1957,40885
2531,A Scanner Darkly,1977,Philip K. Dick,A Scanner Darkly,2006,A Scanner Darkly 2006,3509
2532,Scarface,1929,Armitage Trail,Scarface,1932,Scarface 1932,877
2533,Scarface,1929,Armitage Trail,Scarface,1983,Scarface 1983,111
2534,Scarface,1929,Armitage Trail,Scarface,2013,Scarface 2013,0
2535,The Scarlet Letter,1850,Nathaniel Hawthorne,The Scarlet Letter,1908,The Scarlet Letter 1908,0
2536,The Scarlet Letter,1850,Nathaniel Hawthorne,The Scarlet Letter,1911,The Scarlet Letter 1911,0
2537,The Scarlet Letter,1850,Nathaniel Hawthorne,The Scarlet Letter,1913,The Scarlet Letter 1913,0
2538,The Scarlet Letter,1850,Nathaniel Hawthorne,The Scarlet Letter,1917,The Scarlet Letter 1917,0
2539,The Scarlet Letter,1850,Nathaniel Hawthorne,The Scarlet Letter,1920,The Scarlet Letter 1920,0
2540,The Scarlet Letter,1850,Nathaniel Hawthorne,The Scarlet Letter,1922,The Scarlet Letter 1922,0
2541,The Scarlet Letter,1850,Nathaniel Hawthorne,The Scarlet Letter,1926,The Scarlet Letter 1926,0
2542,The Scarlet Letter,1850,Nathaniel Hawthorne,The Scarlet Letter,1934,The Scarlet Letter 1934,43647
2543,The Scarlet Letter,1850,Nathaniel Hawthorne,Der Scharlachrote Buchstabe,1973,Der Scharlachrote Buchstabe 1973,0
2544,The Scarlet Letter,1850,Nathaniel Hawthorne,The Scarlet Letter,1979,The Scarlet Letter 1979,0
2545,The Scarlet Letter,1850,Nathaniel Hawthorne,The Scarlet Letter,1995,The Scarlet Letter 1995,10533
2546,The Scarlet Letter,1850,Nathaniel Hawthorne,Juhong geulshi,2004,Juhong geulshi 2004,0
2547,The Scarlet Pimpernel,1903,Baroness Emmuska Orczy,The Scarlet Pimpernel,1917,The Scarlet Pimpernel 1917,0
2548,The Scarlet Pimpernel,1903,Baroness Emmuska Orczy,The Laughing Cavalier,1917,The Laughing Cavalier 1917,0
2549,The Scarlet Pimpernel,1903,Baroness Emmuska Orczy,The Elusive Pimpernel,1919,The Elusive Pimpernel 1919,0
2550,The Scarlet Pimpernel,1903,Baroness Emmuska Orczy,The Triumph of the Scarlet Pimpernel,1928,The Triumph of the Scarlet Pimpernel 1928,0
2551,The Scarlet Pimpernel,1903,Baroness Emmuska Orczy,The Scarlet Pimpernel,1934,The Scarlet Pimpernel 1934,22614
