,BookTitle,BookYear,Author,FilmTitle,FilmYear,full name,tmdbid,year
1930,The Mirror Crack'd from Side to Side,1962,Agatha Christie,Subho Mahurat,2003,Subho Mahurat 2003,283904,2003
1931,Les Misérables,1862,Victor Hugo,On the Barricade,1907,On the Barricade 1907,120041,1907
1932,Les Misérables,1862,Victor Hugo,Le Chemineau,1907,Le Chemineau 1907,,
1933,Les Misérables,1862,Victor Hugo,Les Misérables,1909,Les Misérables 1909,254107,1909
1934,Les Misérables,1862,Victor Hugo,The Bishop's Candlesticks,1909,The Bishop's Candlesticks 1909,,
1935,Les Misérables,1862,Victor Hugo,Les Misérables,1911,Les Misérables 1911,,
1936,Les Misérables,1862,Victor Hugo,Les Misérables,1913,Les Misérables 1913,,
1937,Les Misérables,1862,Victor Hugo,The Bishop's Candlesticks,1913,The Bishop's Candlesticks 1913,,
1938,Les Misérables,1862,Victor Hugo,Les Misérables,1917,Les Misérables 1917,254243,1917
1939,Les Misérables,1862,Victor Hugo,Les Misérables,1922,Les Misérables 1922,,
1940,Les Misérables,1862,Victor Hugo,Aa Mujou,1923,Aa Mujou 1923,,
1941,Les Misérables,1862,Victor Hugo,Les Misérables,1925,Les Misérables 1925,,
1942,Les Misérables,1862,Victor Hugo,The Bishop's Candlesticks,1929,The Bishop's Candlesticks 1929,,
1943,Les Misérables,1862,Victor Hugo,Aa Mujou,1929,Aa Mujou 1929,,
1944,Les Misérables,1862,Victor Hugo,Jean Valjean,1931,Jean Valjean 1931,,
1945,Les Misérables,1862,Victor Hugo,Les Misérables,1934,Les Misérables 1934,67532,1934
1946,Les Misérables,1862,Victor Hugo,Les Misérables,1935,Les Misérables 1935,43893,1935
1947,Les Misérables,1862,Victor Hugo,Gavrosh,1937,Gavrosh 1937,,
1948,Les Misérables,1862,Victor Hugo,Kyojinden,1938,Kyojinden 1938,,
1949,Les Misérables,1862,Victor Hugo,Los Miserables,1943,Los Miserables 1943,,
1950,Les Misérables,1862,Victor Hugo,El Boassa,1944,El Boassa 1944,,
1951,Les Misérables,1862,Victor Hugo,I Miserabili,1948,I Miserabili 1948,,
1952,Les Misérables,1862,Victor Hugo,Les Nouveaux Misérables,1949,Les Nouveaux Misérables 1949,,
1953,Les Misérables,1862,Victor Hugo,Re mizeraburu: Kami to Akuma,0,Re mizeraburu: Kami to Akuma 0,,
1954,Les Misérables,1862,Victor Hugo,Les Misérables: Gods and Demons,1950,Les Misérables: Gods and Demons 1950,,
1955,Les Misérables,1862,Victor Hugo,Ezhai Padum Padu,1950,Ezhai Padum Padu 1950,563383,1950
1956,Les Misérables,1862,Victor Hugo,Beedala Patlu,1950,Beedala Patlu 1950,,
1957,Les Misérables,1862,Victor Hugo,Les Misérables,1952,Les Misérables 1952,,
1958,Les Misérables,1862,Victor Hugo,Kundan,1955,Kundan 1955,304267,1955
1959,Les Misérables,1862,Victor Hugo,Duppathage Duka,1956,Duppathage Duka 1956,,
1960,Les Misérables,1862,Victor Hugo,Sirakaruwa,1957,Sirakaruwa 1957,,
1961,Les Misérables,1862,Victor Hugo,Les Misérables,1958,Les Misérables 1958,4412,1958
1962,Les Misérables,1862,Victor Hugo,Os Miseráveis,1958,Os Miseráveis 1958,,
1963,Les Misérables,1862,Victor Hugo,Jean Valjean,1961,Jean Valjean 1961,,
1964,Les Misérables,1862,Victor Hugo,Cosette,1961,Cosette 1961,,
1965,Les Misérables,1862,Victor Hugo,Gavroche,1962,Gavroche 1962,,
1966,Les Misérables,1862,Victor Hugo,Jean Valjean,1963,Jean Valjean 1963,,
1967,Les Misérables,1862,Victor Hugo,I miserabili,1964,I miserabili 1964,,
1968,Les Misérables,1862,Victor Hugo,Les Misérables,1967,Les Misérables 1967,,
1969,Les Misérables,1862,Victor Hugo,Os Miseráveis,1967,Os Miseráveis 1967,,
1970,Les Misérables,1862,Victor Hugo,Sefiller,1967,Sefiller 1967,,
1971,Les Misérables,1862,Victor Hugo,Les Misérables,1972,Les Misérables 1972,,
1972,Les Misérables,1862,Victor Hugo,Los Miserables,1973,Los Miserables 1973,,
1973,Les Misérables,1862,Victor Hugo,Les Misérables,1978,Les Misérables 1978,4479,1978
1974,Les Misérables,1862,Victor Hugo,Al Boasa,1978,Al Boasa 1978,,
1975,Les Misérables,1862,Victor Hugo,Les Misérables,1982,Les Misérables 1982,4416,1982
1976,Les Misérables,1862,Victor Hugo,Les Misérables,1995,Les Misérables 1995,,
1977,Les Misérables,1862,Victor Hugo,Les Misérables – The Dream Cast in Concert,1995,Les Misérables – The Dream Cast in Concert 1995,,
1978,Les Misérables,1862,Victor Hugo,Les Misérables,1998,Les Misérables 1998,4415,1998
1979,Les Misérables,1862,Victor Hugo,Les Misérables,2000,Les Misérables 2000,,
1980,Les Misérables,1862,Victor Hugo,Les Misérables - 25th Anniversary Live from the O2,2010,Les Misérables - 25th Anniversary Live from the O2 2010,,
1981,Les Misérables,1862,Victor Hugo,Les Misérables,2011,Les Misérables 2011,,
1982,Les Misérables,1862,Victor Hugo,Les Misérables,2012,Les Misérables 2012,82695,2012
1983,Misery,1987,Stephen King,Misery,1990,Misery 1990,1700,1990
1984,Miss Lonelyhearts,1933,Nathanael West,Advice to the Lovelorn,1933,Advice to the Lovelorn 1933,61419,1933
1985,Miss Lonelyhearts,1933,Nathanael West,Lonelyhearts,1958,Lonelyhearts 1958,95402,1958
1986,Miss Lonelyhearts,1933,Nathanael West,Miss Lonelyhearts,1983,Miss Lonelyhearts 1983,388679,1983
1987,Moby-Dick,1851,Herman Melville,The Sea Beast,1926,The Sea Beast 1926,177219,1926
1988,Moby-Dick,1851,Herman Melville,Moby Dick,1956,Moby Dick 1956,10339,1956
1989,Moby-Dick,1851,Herman Melville,Tom and Jerry in: Dicky Moe,1962,Tom and Jerry in: Dicky Moe 1962,,
1990,Moby-Dick,1851,Herman Melville,Moby Dick,1978,Moby Dick 1978,,
1991,Moby-Dick,1851,Herman Melville,Dot and the Whale,1986,Dot and the Whale 1986,276819,1986
1992,Moby-Dick,1851,Herman Melville,Moby Dick,1998,Moby Dick 1998,,
1993,Moby-Dick,1851,Herman Melville,Moby Dick,1999,Moby Dick 1999,,
1994,Moby-Dick,1851,Herman Melville,Capitaine Achab,2004,Capitaine Achab 2004,,
1995,Moby-Dick,1851,Herman Melville,Moby Dick,2010,Moby Dick 2010,,
1996,Moby-Dick,1851,Herman Melville,Moby Dick,2010,Moby Dick 2010,,
1997,Moby-Dick,1851,Herman Melville,Moby Dick,2011,Moby Dick 2011,75006,2011
1998,Moby-Dick,1851,Herman Melville,Age of the Dragons,2011,Age of the Dragons 2011,59883,2011
1999,Moderato Cantabile,1958,Marguerite Duras,Seven Days... Seven Nights,1960,Seven Days... Seven Nights 1960,83662,1960
2000,The Molly Maguires,1969,,The Molly Maguires,1970,The Molly Maguires 1970,42345,1970
2001,Monkey in the Middle,1973,,The Killer Elite,1975,The Killer Elite 1975,31604,1975
2002,The Monster from Earth's End,1959,Murray Leinster,The Navy vs. the Night Monsters,1966,The Navy vs. the Night Monsters 1966,87120,1966
2003,Montana Rides Again,1934,Max Brand,Branded,1950,Branded 1950,160783,1950
2004,The Moon and Sixpence,1919,W. Somerset Maugham,The Moon and Sixpence,1942,The Moon and Sixpence 1942,56146,1942
2005,Moonraker,1955,Ian Fleming,Moonraker,1979,Moonraker 1979,698,1979
2006,The Moon-Spinners,1962,Mary Stewart,The Moon-Spinners,1964,The Moon-Spinners 1964,42795,1964
2007,The Moonstone,1868,Wilkie Collins,The Moonstone,1934,The Moonstone 1934,182863,1934
2008,The Moonstone,1868,Wilkie Collins,The Moonstone,1959,The Moonstone 1959,,
2009,The Moonstone,1868,Wilkie Collins,The Moonstone,1972,The Moonstone 1972,232016,1972
2010,The Moonstone,1868,Wilkie Collins,The Moonstone,1996,The Moonstone 1996,,
2011,Morpho Eugenia,1992,A. S. Byatt,Angels & Insects,1996,Angels & Insects 1996,,
2012,The Mortal Instruments,2007,Cassandra Clare,The Mortal Instruments: City of Bones,2013,The Mortal Instruments: City of Bones 2013,123553,2013
2013,Le Morte d'Arthur,1485,Thomas Malory,Excalibur,1981,Excalibur 1981,11527,1981
2014,The Mosquito Coast,1981,Paul Theroux,The Mosquito Coast,1986,The Mosquito Coast 1986,11120,1986
2015,Mother Carey's Chickens,1911,Kate Douglas Wiggin,Mother Carey's Chickens,1938,Mother Carey's Chickens 1938,243565,1938
2016,Mother Carey's Chickens,1911,Kate Douglas Wiggin,Summer Magic,1963,Summer Magic 1963,37204,1963
2017,Mother Night,1961,Kurt Vonnegut,Mother Night,1996,Mother Night 1996,20318,1996
2018,A Mother's Gift,2001,Britney Spears and Lynne Spears,Brave New Girl,2004,Brave New Girl 2004,34099,2004
2019,The Moving Target,1949,Ross Macdonald,Harper,1966,Harper 1966,26268,1966
2020,Mr. Hobbs' Vacation,1954,Edward Streeter,Mr. Hobbs Takes a Vacation,1962,Mr. Hobbs Takes a Vacation 1962,41521,1962
2021,Mr. Limpet,1942,Theodore Pratt,The Incredible Mr. Limpet,1964,The Incredible Mr. Limpet 1964,19953,1964
2022,Mr. Winkle Goes to War,1943,Theodore Pratt,Mr. Winkle Goes to War,1944,Mr. Winkle Goes to War 1944,98579,1944
2023,Mrs. Frisby and the Rats of NIMH,1971,Robert C. O'Brien,The Secret of NIMH,1982,The Secret of NIMH 1982,11704,1982
2024,Mrs. Frisby and the Rats of NIMH,1971,Robert C. O'Brien,The Secret of NIMH 2: Timmy to the Rescue,1999,The Secret of NIMH 2: Timmy to the Rescue 1999,,
2025,Mrs McGinty's Dead,1952,Agatha Christie,Murder Most Foul,1964,Murder Most Foul 1964,757,1964
2026,"Mud on the Stars' (1942), William Bradford Huie",,,Wild River,1960,Wild River 1960,82311,1960
2027,La Mujer de mi Hermano,2002,Jaime Bayly,La mujer de mi hermano,0,La mujer de mi hermano 0,,
2028,La Mujer de mi Hermano,2002,Jaime Bayly,My Brother's Wife,2005,My Brother's Wife 2005,,
2029,A Mule for the Marquesa,1964,Frank O'Rourke,The Professionals,1966,The Professionals 1966,22383,1966
2030,Murder in Amityville,1979,Hans Holzer,Amityville II: The Possession,1982,Amityville II: The Possession 1982,16235,1982
2031,Murder on the Orient Express,1934,Agatha Christie,Murder on the Orient Express,1974,Murder on the Orient Express 1974,4176,1974
2032,Murder on the Orient Express,1934,Agatha Christie,Murder on the Orient Express,2001,Murder on the Orient Express 2001,6110,2001
2033,Murphy’s Romance: A Novel,1980,Max Schott,Murphy's Romance,1985,Murphy's Romance 1985,34322,1985
2034,Mute Witness,1963,,Bullitt,1968,Bullitt 1968,916,1968
2035,My Ántonia,1918,Willa Cather,My Antonia,1995,My Antonia 1995,249857,1995
2036,My Philadelphia Father,1955,"Anthony Joseph Drexel Biddle, Sr.",The Happiest Millionaire,1967,The Happiest Millionaire 1967,25445,1967
2037,My Friend Flicka,1941,Mary O'Hara,My Friend Flicka,1943,My Friend Flicka 1943,18992,1943
2038,My Friend Flicka,1941,Mary O'Hara,"Thunderhead, Son of Flicka",1945,"Thunderhead, Son of Flicka 1945",,
2039,Thunderhead,1943,Mary O'Hara,"Thunderhead, Son of Flicka",1945,"Thunderhead, Son of Flicka 1945",,
2040,My Friend Flicka,1941,Mary O'Hara,Green Grass of Wyoming,1948,Green Grass of Wyoming 1948,18985,1948
2041,My Friend Flicka,1941,Mary O'Hara,Flicka,2006,Flicka 2006,14012,2006
2042,My Friend Flicka,1941,Mary O'Hara,Flicka 2,2010,Flicka 2 2010,37932,2010
2043,My Kingdom for a Woman,1952,,Abdulla the Great,1955,Abdulla the Great 1955,,
2044,My Reminiscences as a Cowboy,1930,Frank Harris,Cowboy,1968,Cowboy 1968,,
2045,The Mystery of Edwin Drood,1870,Charles Dickens,The Mystery of Edwin Drood,1909,The Mystery of Edwin Drood 1909,,
2046,The Mystery of Edwin Drood,1870,Charles Dickens,The Mystery of Edwin Drood,1914,The Mystery of Edwin Drood 1914,,
2047,The Mystery of Edwin Drood,1870,Charles Dickens,The Mystery of Edwin Drood,1935,The Mystery of Edwin Drood 1935,,
2048,The Mystery of Edwin Drood,1870,Charles Dickens,The Mystery of Edwin Drood,1993,The Mystery of Edwin Drood 1993,,
2049,The Mystery of Edwin Drood,1870,Charles Dickens,The Mystery of Edwin Drood,2012,The Mystery of Edwin Drood 2012,,
2050,The Mysterious Island,1874,Jules Verne,"20,000 Leagues Under the Sea",1916,"20,000 Leagues Under the Sea 1916",30266,1916
2051,Vingt mille lieues sous les mers,1870,Jules Verne,"20,000 Leagues Under the Sea",1916,"20,000 Leagues Under the Sea 1916",30266,1916
2052,The Mysterious Island,1874,Jules Verne,The Mysterious Island,1929,The Mysterious Island 1929,95348,1929
2053,The Mysterious Island,1874,Jules Verne,Mysterious Island,1941,Mysterious Island 1941,3590,1941
2054,The Mysterious Island,1874,Jules Verne,Mysterious Island,1951,Mysterious Island 1951,291624,1951
2055,The Mysterious Island,1874,Jules Verne,Mysterious Island,1961,Mysterious Island 1961,18993,1961
2056,The Mysterious Island,1874,Jules Verne,La Isla misteriosa y el capitán Nemo,0,La Isla misteriosa y el capitán Nemo 0,,
2057,The Mysterious Island,1874,Jules Verne,L'Île mystérieuse,1973,L'Île mystérieuse 1973,,
2058,The Mysterious Island,1874,Jules Verne,Mysterious Island,1982,Mysterious Island 1982,,
2059,The Mysterious Island,1874,Jules Verne,Mysterious Island,2005,Mysterious Island 2005,524655,2005
2060,The Mysterious Island,1874,Jules Verne,Journey 2: The Mysterious Island,2012,Journey 2: The Mysterious Island 2012,72545,2012
2061,Vingt mille lieues sous les mers,1870,Jules Verne,Journey 2: The Mysterious Island,2012,Journey 2: The Mysterious Island 2012,72545,2012
2062,Voyage au centre de la Terre,1864,Jules Verne,Journey 2: The Mysterious Island,2012,Journey 2: The Mysterious Island 2012,72545,2012
2063,Mystic River,2001,Dennis Lehane,Mystic River,2003,Mystic River 2003,322,2003
2064,The Name of the Rose,1980,Umberto Eco,The Name of the Rose,1986,The Name of the Rose 1986,192,1986
2065,The Naked and the Dead,1948,Norman Mailer,The Naked and the Dead,1958,The Naked and the Dead 1958,43142,1958
2066,The Naked Country,1960,Morris West,The Naked Country,1985,The Naked Country 1985,257822,1985
2067,The Naked Face,1970,Sidney Sheldon,The Naked Face,1984,The Naked Face 1984,87151,1984
2068,Naked Lunch,1959,William S. Burroughs,Naked Lunch,1991,Naked Lunch 1991,2742,1991
2069,The Nanny,1987,Dan Greenburg,The Guardian,1990,The Guardian 1990,32043,1990
2070,The Nanny Diaries,2002,Emma McLaughlin,The Nanny Diaries,2007,The Nanny Diaries 2007,12435,2007
2071,The Natural,1952,Bernard Malamud,The Natural,1984,The Natural 1984,11393,1984
2072,National Velvet,1935,Enid Bagnold,National Velvet,1944,National Velvet 1944,17641,1944
2073,National Velvet,1935,Enid Bagnold,International Velvet,1978,International Velvet 1978,42207,1978
2074,Nest in a Fallen Tree,1967,Joy Cowley,The Night Digger,1971,The Night Digger 1971,,
2075,The Net,1912,Rex Beach,Fair Lady,1922,Fair Lady 1922,,
2076,Nevada,1928,Zane Grey,Nevada,1927,Nevada 1927,110655,1927
2077,Nevada,1928,Zane Grey,Nevada,1935,Nevada 1935,113228,1935
2078,Nevada,1928,Zane Grey,Nevada,1944,Nevada 1944,281611,1944
2079,Never Cry Wolf,1963,Farley Mowat,Never Cry Wolf,1983,Never Cry Wolf 1983,14280,1983
2080,The Neverending Story,1979,Michael Ende,The NeverEnding Story,1984,The NeverEnding Story 1984,34584,1984
2081,The Neverending Story,1979,Michael Ende,The NeverEnding Story II: The Next Chapter,1990,The NeverEnding Story II: The Next Chapter 1990,34636,1990
2082,The Neverending Story,1979,Michael Ende,The NeverEnding Story III,1994,The NeverEnding Story III 1994,27793,1994
2083,The Neverending Story,1979,Michael Ende,The NeverEnding Story,2014,The NeverEnding Story 2014,,
2084,Nicholas Nickleby,1838,Charles Dickens,Nicholas Nickleby,1903,Nicholas Nickleby 1903,,
2085,Nicholas Nickleby,1838,Charles Dickens,Nicholas Nickleby,1912,Nicholas Nickleby 1912,,
2086,Nicholas Nickleby,1838,Charles Dickens,Nicholas Nickleby,1947,Nicholas Nickleby 1947,,
2087,Nicholas Nickleby,1838,Charles Dickens,Nicholas Nickleby,1957,Nicholas Nickleby 1957,,
2088,Nicholas Nickleby,1838,Charles Dickens,Nicholas Nickleby,1968,Nicholas Nickleby 1968,,
2089,Nicholas Nickleby,1838,Charles Dickens,Nicholas Nickleby,1977,Nicholas Nickleby 1977,,
2090,Nicholas Nickleby,1838,Charles Dickens,Nicholas Nickleby,1985,Nicholas Nickleby 1985,,
2091,Nicholas Nickleby,1838,Charles Dickens,The Life and Adventures of Nicholas Nickleby,2001,The Life and Adventures of Nicholas Nickleby 2001,281725,2001
2092,Nicholas Nickleby,1838,Charles Dickens,Nicholas Nickleby,2002,Nicholas Nickleby 2002,,
2093,The Nick Adams Stories,1972,Ernest Hemingway,Hemingway's Adventures of a Young Man,1962,Hemingway's Adventures of a Young Man 1962,111683,1962
2094,Night and the City,1938,Gerald Kersh,Night and the City,1950,Night and the City 1950,19119,1950
2095,Night and the City,1938,Gerald Kersh,Night and the City,1992,Night and the City 1992,36288,1992
2096,Night Has a Thousand Eyes,1945,Cornell Woolrich,Night Has a Thousand Eyes,1948,Night Has a Thousand Eyes 1948,26387,1948
2097,The Night of the Generals,1963,Hans Hellmut Kirst,The Night of the Generals,1967,The Night of the Generals 1967,42700,1967
2098,The Night of the Hunter,1953,Davis Grubb,The Night of the Hunter,1955,The Night of the Hunter 1955,3112,1955
2099,The Night of the Iguana,1967,,The Night of the Iguana,1964,The Night of the Iguana 1964,14703,1964
2100,Night Shift,1942,Maritta Wolff,The Man I Love,1947,The Man I Love 1947,26663,1947
2101,Night Watch,1998,Sergey Lukyanenko,Night Watch,2004,Night Watch 2004,3040,2004
2102,Night Watch,1998,Sergey Lukyanenko,Day Watch,2006,Day Watch 2006,2269,2006
2103,Nightmare,,Cornell Woolrich,Fear in the Night,1947,Fear in the Night 1947,35401,1947
2104,Nightmare,,Cornell Woolrich,Nightmare,1956,Nightmare 1956,,
2105,Nightmare Alley,1946,William Lindsay Gresham,Nightmare Alley,1947,Nightmare Alley 1947,19169,1947
2106,Nights in Rodanthe,2002,Nicholas Sparks,Nights in Rodanthe,2008,Nights in Rodanthe 2008,14326,2008
2107,Nightwing,1977,Martin Cruz Smith,Nightwing,1979,Nightwing 1979,65603,1979
2108,Nine and a Half Weeks: A Memoir of a Love Affair,1978,Elizabeth McNeill,9½ Weeks,1986,9½ Weeks 1986,,
2109,Nine and a Half Weeks: A Memoir of a Love Affair,1978,Elizabeth McNeill,Another 9½ Weeks,1997,Another 9½ Weeks 1997,,
2110,Nine and a Half Weeks: A Memoir of a Love Affair,1978,Elizabeth McNeill,The First 9½ Weeks,1998,The First 9½ Weeks 1998,74023,1998
2111,Nineteen Eighty-Four,1949,George Orwell,Nineteen Eighty-Four,1953,Nineteen Eighty-Four 1953,,
2112,Nineteen Eighty-Four,1949,George Orwell,Nineteen Eighty-Four,1954,Nineteen Eighty-Four 1954,78852,1954
2113,Nineteen Eighty-Four,1949,George Orwell,1984,1956,1984 1956,1984,1956
2114,Nineteen Eighty-Four,1949,George Orwell,Nineteen Eighty-Four,1984,Nineteen Eighty-Four 1984,9314,1984
2115,The Ninth Configuration,1978,William Peter Blatty,The Ninth Configuration,1980,The Ninth Configuration 1980,18910,1980
2116,No Country for Old Men,2005,Cormac McCarthy,No Country for Old Men,2007,No Country for Old Men 2007,6977,2007
2117,No Down Payment,1957,,No Down Payment,1957,No Down Payment 1957,110671,1957
2118,No Orchids for Miss Blandish,1939,James Hadley Chase,No Orchids for Miss Blandish,1948,No Orchids for Miss Blandish 1948,35986,1948
2119,No Orchids for Miss Blandish,1939,James Hadley Chase,The Grissom Gang,1971,The Grissom Gang 1971,79645,1971
2120,No Orchids for Miss Blandish,1939,James Hadley Chase,La Chair de l'orchidée,1975,La Chair de l'orchidée 1975,,
2121,No se lo Digas a Nadie,1994,Jaime Bayly,No se lo Digas a Nadie,0,No se lo Digas a Nadie 0,,
2122,No se lo Digas a Nadie,1994,Jaime Bayly,Don't Tell Anyone,1998,Don't Tell Anyone 1998,53117,1998
2123,Nobody Loves a Drunken Indian,1967,Clair Huffaker,The Last Warrior,1970,The Last Warrior 1970,,
